zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target
No,No,No,Yes,Yes,1,5,Yes,8,2366,468,542,6,55,82,12,10,17,7,10.25,No Donor
Yes,No,No,No,Yes,1,4,No,8,706,429,426,6,24,45,15,15,31,3,15,No Donor
No,No,No,Yes,No,1,5,Yes,8,676,365,393,4,24,56,20,14,28,3,14,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,1338,507,619,2,26,74,20,12,29,3,12.33333333,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,894,480,497,4,31,40,10,10,31,2,8,No Donor
No,No,No,Yes,No,1,6,No,1,1663,347,399,15,92,894,40,20,31,9,27.09090909,Donor
No,No,No,Yes,Yes,1,5,No,8,2137,571,590,0,60,81,14,14,29,6,7.363636364,No Donor
No,No,Yes,No,Yes,1,2,Yes,8,1033,475,517,5,22,24,19,19,34,10,12,No Donor
No,No,No,Yes,No,1,1,Yes,8,861,252,321,27,35,50,10,5,30,5,7.142857143,No Donor
No,No,Yes,No,Yes,1,4,Yes,6,641,399,410,7,69,135,15,10,37,10,7.941176471,Donor
No,No,Yes,No,Yes,1,1,Yes,1,336,256,285,23,83,244,9,8,32,0,6.256410256,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1527,347,372,15,16,25,25,25,36,5,25,Donor
No,No,No,Yes,Yes,1,1,No,8,826,296,330,27,71,92,8,8,31,6,5.75,No Donor
No,No,No,Yes,Yes,1,5,No,3,884,268,380,30,74,168,18,18,36,3,12.92307692,No Donor
No,Yes,No,No,Yes,1,5,Yes,6,346,370,368,11,84,112,20,12,30,3,14,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1374,469,496,8,52,117,25,25,29,3,16.71428571,Donor
No,No,Yes,No,Yes,1,5,Yes,8,479,301,341,20,28,29,7,7,30,9,5.8,Donor
No,Yes,No,No,Yes,2,7,No,8,1842,663,758,3,31,115,25,25,28,3,23,Donor
No,No,No,Yes,Yes,1,5,No,8,799,423,469,10,27,30,20,10,30,7,15,Donor
No,No,Yes,No,Yes,1,4,No,8,2058,261,370,37,53,99,15,15,31,9,9,No Donor
No,Yes,No,No,No,1,4,Yes,8,826,503,516,1,24,47,25,25,32,3,15.66666667,No Donor
No,No,No,Yes,Yes,1,4,Yes,7,1245,452,457,7,35,55,15,15,32,24,13.75,No Donor
No,No,No,Yes,No,1,2,Yes,8,707,386,430,18,53,85,14,14,31,4,7.083333333,Donor
No,Yes,No,No,Yes,1,3,No,8,1153,511,571,4,26,40,15,15,31,5,10,No Donor
No,No,No,Yes,No,1,5,No,5,347,186,219,40,42,45,7,4,32,8,4.5,Donor
No,No,No,Yes,No,1,2,Yes,1,659,206,250,32,84,291,15,8,32,0,8.818181818,Donor
Yes,No,No,No,No,1,2,Yes,8,667,237,318,30,30,73,10,7,28,1,5.615384615,No Donor
No,No,No,Yes,Yes,1,7,Yes,4,511,254,316,30,74,136,20,15,34,4,7.157894737,No Donor
No,No,No,Yes,Yes,1,6,No,5,567,324,359,17,109,619,36,25,23,5,19.96774194,No Donor
No,No,No,Yes,Yes,1,5,Yes,4,979,353,439,6,73,126,12,12,33,7,7.875,Donor
No,No,No,Yes,Yes,1,4,No,6,737,425,445,8,68,228,25,25,17,16,16.28571429,Donor
No,No,Yes,No,Yes,1,7,Yes,8,1896,656,777,5,21,27,11,11,29,2,6.75,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,625,334,361,12,24,34,11,11,32,4,8.5,Donor
No,No,Yes,No,No,1,2,Yes,1,406,161,207,47,44,66,10,10,28,10,8.25,Donor
No,No,Yes,No,No,1,3,Yes,8,493,310,345,10,44,62,15,15,32,9,10.33333333,No Donor
No,No,No,Yes,Yes,3,6,Yes,5,553,300,310,23,73,375,14,7,30,4,8.333333333,No Donor
No,No,No,Yes,Yes,1,6,No,8,2120,434,458,11,21,35,20,20,31,5,17.5,No Donor
No,No,No,Yes,Yes,1,4,No,8,5697,838,888,7,62,79,20,15,37,15,8.777777778,No Donor
Yes,No,No,No,Yes,1,4,No,5,934,376,452,10,66,174,25,25,17,23,15.81818182,No Donor
Yes,No,No,No,Yes,3,5,Yes,8,887,488,522,2,61,77,20,20,37,16,12.83333333,No Donor
No,Yes,No,No,Yes,1,3,Yes,8,831,378,392,16,50,98,5,5,29,7,3.161290323,Donor
No,No,Yes,No,Yes,1,2,Yes,2,423,227,279,32,89,368,25,21,22,8,15.33333333,Donor
No,No,No,Yes,Yes,1,5,Yes,6,2201,360,420,14,60,182,37,25,31,5,20.22222222,No Donor
No,No,Yes,No,Yes,1,2,Yes,6,1011,426,455,11,147,464,14,7,30,4,8.285714286,Donor
No,No,Yes,No,No,1,4,No,8,5432,1068,996,0,35,103,16,15,30,4,10.3,No Donor
Yes,No,No,No,Yes,1,4,No,7,836,414,410,9,69,295,26,15,28,5,19.66666667,Donor
Yes,No,No,No,Yes,1,4,No,8,1157,288,473,8,16,23,11,11,28,5,7.666666667,Donor
No,No,No,Yes,Yes,1,5,No,6,1888,464,481,13,60,120,30,30,32,5,17.14285714,No Donor
No,No,Yes,No,No,1,7,No,8,455,388,546,21,37,45,20,20,37,2,11.25,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1041,247,310,24,32,56,15,15,28,5,9.333333333,No Donor
Yes,No,No,No,Yes,1,5,No,8,801,430,467,2,53,175,25,21,37,13,19.44444444,No Donor
No,Yes,No,No,Yes,1,3,Yes,7,746,427,436,13,39,56,15,15,34,9,11.2,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,3190,646,687,6,25,46,20,20,31,8,15.33333333,No Donor
Yes,No,No,No,No,1,3,Yes,8,357,181,178,48,12,20,20,20,31,5,20,Donor
No,No,No,Yes,No,1,2,No,8,2524,505,552,6,23,42,21,21,37,8,21,No Donor
No,No,Yes,No,Yes,1,7,Yes,8,1431,699,784,0,34,62,16,10,34,6,12.4,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2070,395,429,8,48,67,8,8,31,4,4.785714286,No Donor
No,Yes,No,No,Yes,1,5,No,8,887,532,576,5,32,54,15,15,32,6,10.8,No Donor
No,No,Yes,No,No,1,6,Yes,3,296,140,217,56,65,199,15,15,29,8,10.47368421,No Donor
No,No,No,Yes,Yes,1,4,Yes,9,5552,1051,981,0,55,139,10,5,32,2,5.346153846,Donor
Yes,No,No,No,No,1,2,No,4,517,240,253,25,80,176,13,11,35,5,8,Donor
Yes,No,No,No,Yes,1,4,Yes,8,671,308,347,19,31,45,6,6,31,1,5,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1335,296,362,15,27,45,10,10,31,11,7.5,Donor
Yes,No,No,No,Yes,1,2,Yes,4,622,314,330,10,82,311,15,10,34,6,8.885714286,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,994,420,447,8,22,31,20,20,37,2,10.33333333,No Donor
No,No,No,Yes,No,1,2,Yes,1,639,274,343,15,46,65,12,10,29,1,7.222222222,Donor
No,Yes,No,No,Yes,1,4,Yes,8,2566,835,905,2,27,42,15,12,31,6,10.5,Donor
No,No,No,Yes,Yes,1,4,Yes,7,1040,363,441,25,67,433,31,31,37,6,15.46428571,Donor
No,No,No,Yes,Yes,1,4,Yes,2,841,304,354,21,73,235,25,20,36,5,14.6875,No Donor
No,No,No,Yes,Yes,1,3,No,8,628,311,327,14,19,35,15,10,31,3,11.66666667,No Donor
No,No,No,Yes,Yes,1,2,No,5,2395,407,440,16,84,284,15,10,30,3,8.875,Donor
No,No,No,Yes,No,1,1,Yes,3,592,285,297,27,43,69,15,15,28,13,9.857142857,Donor
No,Yes,No,No,Yes,1,5,No,5,1085,304,397,22,62,163,15,5,35,6,7.761904762,No Donor
Yes,No,No,No,Yes,1,3,Yes,8,556,296,324,12,26,57,25,25,31,6,14.25,No Donor
No,No,Yes,No,Yes,1,1,Yes,3,421,199,226,36,39,62,16,16,37,3,6.888888889,No Donor
No,No,No,Yes,No,1,4,Yes,6,571,374,393,9,61,79,12,12,37,5,5.642857143,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,688,321,335,12,23,30,10,5,33,8,7.5,No Donor
No,No,No,Yes,No,1,1,Yes,8,1373,264,321,21,21,60,35,35,31,6,30,No Donor
No,No,No,Yes,Yes,1,7,No,8,4620,762,811,5,17,25,25,25,37,5,25,Donor
No,Yes,No,No,Yes,2,5,Yes,7,736,493,552,0,58,148,11,9,30,9,7.047619048,No Donor
No,Yes,No,No,Yes,1,1,Yes,8,399,351,359,16,28,45,10,10,31,3,7.5,No Donor
No,No,No,Yes,No,1,2,Yes,8,2382,406,413,18,23,34,8,8,32,4,6.8,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,380,197,236,41,15,15,15,15,37,5,15,Donor
No,No,Yes,No,No,1,2,No,8,502,265,323,22,31,104,14,14,29,2,8.666666667,Donor
Yes,No,No,No,Yes,1,7,Yes,6,790,348,403,13,66,135.59,16.59,10,31,3,9.685,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1675,382,408,14,49,65,8,6,32,4,5,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1732,430,539,11,37,54,7,7,32,2,5.4,Donor
No,Yes,No,No,Yes,1,5,Yes,8,382,256,289,24,35,77,10,10,32,6,7.7,Donor
Yes,No,No,No,Yes,1,4,Yes,6,2479,319,401,21,91,186,17,14,18,7,11.625,Donor
No,No,No,Yes,No,3,2,Yes,8,888,233,335,33,24,42,10,10,28,2,7,Donor
No,No,No,Yes,No,1,1,Yes,0,944,213,350,14,58,120,20,15,30,6,15,No Donor
Yes,No,No,No,Yes,1,7,No,2,872,396,426,10,44,57,16,16,36,5,9.5,No Donor
No,No,No,Yes,No,1,4,Yes,8,748,280,357,26,16,20,20,20,32,5,20,Donor
No,No,No,Yes,Yes,1,6,No,8,3814,462,526,12,34,160,80,80,37,19,80,Donor
No,No,No,Yes,Yes,1,6,No,8,713,288,339,19,33,118,53,10,30,4,23.6,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,309,185,210,42,54,102,25,23,29,10,20.4,No Donor
No,No,No,Yes,Yes,1,4,Yes,5,2353,442,511,11,81,178.04,7,5,33,3,4.565128205,No Donor
Yes,No,No,No,Yes,1,7,Yes,9,1825,599,702,5,54,111,25,22,33,9,18.5,Donor
No,No,No,Yes,Yes,1,4,Yes,8,826,469,543,8,113,632,25,15,17,3,13.73913044,Donor
No,No,No,Yes,Yes,1,4,Yes,8,601,288,330,26,29,36,11,10,32,8,9,No Donor
Yes,No,No,No,Yes,1,4,No,8,400,157,188,46,76,178,15,10,37,4,9.368421053,No Donor
Yes,No,No,No,Yes,1,2,Yes,3,919,287,349,13,104,384,12.5,11,34,4,9.6,No Donor
No,Yes,No,No,No,1,2,Yes,8,798,430,447,7,43,70,10,5,31,7,5.833333333,Donor
No,Yes,No,No,Yes,1,2,Yes,8,353,235,263,16,35,47,5,2,30,3,2.764705882,Donor
Yes,No,No,No,Yes,1,2,No,8,1499,479,577,13,67,216,31,31,31,5,18,Donor
Yes,No,No,No,Yes,1,4,No,8,1237,540,577,6,48,144,12,12,29,4,9,No Donor
No,No,No,Yes,Yes,1,4,Yes,7,2684,408,550,9,57,99,26,26,33,12,16.5,Donor
No,No,No,Yes,Yes,1,6,Yes,9,1202,592,666,1,48,63,5,3,30,1,2.52,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,507,313,336,16,48,63,6,6,29,1,4.5,Donor
Yes,No,No,No,Yes,1,4,No,8,965,375,429,18,23,22,10,10,30,3,7.333333333,No Donor
No,No,No,Yes,Yes,1,4,Yes,3,1802,298,378,18,74,113,20,5,33,14,8.071428571,No Donor
No,No,No,Yes,Yes,1,4,Yes,6,468,218,264,29,89,281,40,40,28,3,10.40740741,Donor
No,No,No,Yes,Yes,1,3,Yes,8,4675,981,987,2,33,77,25,23,34,6,19.25,Donor
No,No,Yes,No,Yes,1,4,Yes,8,1087,597,636,0,56,186,100,5,26,4,18.6,Donor
No,Yes,No,No,No,1,2,Yes,8,728,406,436,11,30,35,6,5,35,3,5,Donor
No,No,No,Yes,Yes,1,7,Yes,9,3914,754,816,1,61,140,25,15,33,8,15.55555556,Donor
No,No,Yes,No,Yes,1,4,Yes,4,597,307,369,22,52,134,24,24,37,14,14.88888889,Donor
Yes,No,No,No,Yes,1,4,Yes,7,1509,531,550,2,68,125,15,15,29,6,11.36363636,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,2254,414,500,11,68,238,25,20,31,7,17,No Donor
Yes,No,No,No,No,1,1,Yes,3,606,311,360,17,44,69,8,7,32,2,4.6,No Donor
No,No,No,Yes,Yes,1,2,No,2,1042,278,303,25,53,87,20,20,31,9,9.666666667,Donor
No,Yes,No,No,Yes,1,5,Yes,9,2218,686,817,2,45,87,17,15,33,7,12.42857143,No Donor
No,No,No,Yes,Yes,1,7,No,5,2164,515,559,1,52,100,13,13,31,9,9.090909091,Donor
No,No,Yes,No,Yes,1,4,Yes,5,813,386,423,3,72,623,27,27,31,3,17.8,Donor
No,No,Yes,No,Yes,1,4,Yes,8,409,283,306,24,25,61,14,9,33,6,10.16666667,Donor
No,No,No,Yes,Yes,1,4,Yes,4,1022,334,381,19,65,120,28,20,37,31,15,No Donor
No,Yes,No,No,Yes,1,4,Yes,0,494,232,265,29,38,48,12,5,32,4,8,Donor
No,No,Yes,No,Yes,1,4,No,6,486,360,366,7,56,84,15,15,37,15,10.5,Donor
No,No,No,Yes,Yes,1,4,Yes,1,1507,253,329,25,56,72,20,19,18,10,12,Donor
No,No,No,Yes,Yes,1,3,Yes,8,4292,704,738,5,20,30,30,30,37,5,30,No Donor
No,No,Yes,No,No,1,5,Yes,8,573,217,308,27,26,49,10,5,29,2,7,No Donor
No,No,No,Yes,No,1,1,Yes,8,1445,430,478,5,36,181,25,18,28,4,16.45454546,Donor
No,Yes,No,No,Yes,4,4,No,8,1006,495,528,2,60,109,14,14,29,4,9.083333333,No Donor
No,No,Yes,No,No,1,5,Yes,1,350,181,223,40,69,261,15,5,28,3,7.676470588,No Donor
No,No,No,Yes,Yes,1,4,Yes,9,2374,548,579,3,71,128.5,10,3,30,6,4.431034483,Donor
No,No,Yes,No,Yes,1,7,Yes,9,1996,750,837,4,41,83,10,9,29,2,6.916666667,Donor
No,No,No,Yes,Yes,1,5,No,9,243,161,209,46,72,194,15,15,34,6,10.77777778,No Donor
No,Yes,No,No,No,1,3,Yes,7,388,401,412,12,94,174,15,14,20,7,12.42857143,Donor
No,No,Yes,No,Yes,1,1,Yes,7,541,404,402,9,45,124,10,10,30,2,8.266666667,Donor
No,No,Yes,No,Yes,1,4,Yes,0,339,254,302,20,82,168,6,6,29,7,3.733333333,No Donor
No,No,No,Yes,Yes,1,2,Yes,0,677,205,322,35,54,92,15,11,28,2,10.22222222,No Donor
Yes,No,No,No,No,1,2,Yes,1,525,196,224,35,40,70,20,20,30,10,14,No Donor
No,No,Yes,No,Yes,1,2,Yes,1,649,261,311,15,49,238,28,27,37,12,26.44444444,Donor
No,Yes,No,No,Yes,1,4,Yes,9,1182,562,601,1,39,73,20,17,29,12,14.6,Donor
No,No,Yes,No,Yes,1,2,Yes,1,369,165,216,46,90,206,10,10,17,13,7.62962963,Donor
No,No,No,Yes,Yes,2,4,No,4,1441,394,430,7,68,73,10,10,30,3,4.866666667,No Donor
No,No,Yes,No,Yes,1,5,Yes,8,412,270,317,12,35,37,7,5,32,1,5.285714286,No Donor
No,No,No,Yes,Yes,1,7,Yes,5,2452,405,568,16,49,97,13,13,37,20,6.466666667,No Donor
No,No,Yes,No,Yes,1,4,No,6,1176,423,509,3,60,162,15,14,34,5,10.125,No Donor
No,No,No,Yes,Yes,2,7,Yes,9,1781,578,639,5,54,74,10,5,29,3,5.692307692,Donor
No,No,Yes,No,Yes,1,2,No,5,863,365,382,7,52,85,10,10,33,5,7.083333333,No Donor
Yes,No,No,No,No,1,2,Yes,8,510,206,258,37,15,15,15,15,37,5,15,Donor
No,Yes,No,No,Yes,1,6,No,6,510,382,422,4,56,72,10,10,34,5,8,Donor
No,No,No,Yes,Yes,1,7,No,8,3496,816,857,3,17,25,20,20,34,3,12.5,No Donor
No,Yes,No,No,Yes,1,1,No,8,269,251,288,17,33,35,20,20,31,9,11.66666667,Donor
No,No,No,Yes,Yes,1,6,No,3,1417,321,396,20,70,105.5,10,5,31,4,5.275,No Donor
No,No,No,Yes,Yes,1,4,No,8,2667,577,671,6,35,46,10,10,35,10,7.666666667,Donor
Yes,No,No,No,Yes,1,1,Yes,8,464,275,281,29,75,214,10,6,30,5,6.6875,No Donor
No,Yes,No,No,Yes,1,4,No,5,461,310,323,17,62,104,7,5,32,1,2.971428571,Donor
No,No,Yes,No,No,1,2,No,5,1173,382,404,10,79,136,10,7,37,3,5.913043478,No Donor
No,No,Yes,No,No,1,5,Yes,5,1445,482,539,4,62,116,13,4,31,8,8.923076923,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,856,398,454,5,26,36,10,6,28,4,6,No Donor
No,No,Yes,No,No,1,1,Yes,8,341,245,296,25,51,67,15,15,34,8,8.375,No Donor
No,Yes,No,No,No,1,1,Yes,4,633,338,376,15,57,145,9,9,30,3,6.590909091,Donor
Yes,No,No,No,Yes,1,6,No,8,527,250,261,26,35,63,10,6,31,9,7.875,Donor
No,Yes,No,No,Yes,1,7,No,8,838,298,334,19,28,35,15,15,31,11,11.66666667,Donor
No,No,Yes,No,Yes,1,4,Yes,8,639,293,316,25,22,30,20,20,35,6,15,No Donor
No,No,Yes,No,Yes,1,2,Yes,8,703,351,333,23,31,57,8,5,29,2,5.181818182,No Donor
No,No,No,Yes,Yes,1,5,Yes,7,1179,461,450,10,72,377,35,25,31,17,20.94444444,Donor
Yes,No,No,No,Yes,1,5,Yes,8,1426,550,602,9,25,25,10,10,32,3,6.25,Donor
No,No,No,Yes,Yes,1,4,No,5,1424,367,541,17,35,100,20,20,32,14,16.66666667,Donor
Yes,No,No,No,Yes,1,2,No,6,857,365,401,10,57,116,12,6,28,9,8.923076923,Donor
No,No,No,Yes,Yes,1,7,No,8,4087,637,708,0,36,35,10,5,30,1,8.75,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1348,364,402,10,36,66,25,25,37,5,16.5,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,1639,610,677,2,40,147,30,30,29,27,18.375,No Donor
No,No,No,Yes,Yes,1,4,No,1,846,368,399,2,81,158,20,15,33,1,10.53333333,No Donor
No,No,No,Yes,Yes,1,6,Yes,8,3486,614,670,6,27,47,17,17,31,9,15.66666667,No Donor
No,No,No,Yes,Yes,1,2,No,8,1735,345,366,18,55,83,11,9,28,26,5.533333333,Donor
No,No,No,Yes,Yes,1,4,Yes,8,2932,649,677,4,24,33,11,7,28,3,8.25,No Donor
No,No,Yes,No,Yes,1,4,No,2,591,310,356,20,63,77,11,11,37,9,4.277777778,Donor
No,No,Yes,No,No,1,4,Yes,5,549,300,351,23,43,94,7,6,28,6,4.272727273,Donor
No,Yes,No,No,Yes,2,2,No,8,565,342,384,16,31,97,15,10,30,2,8.083333333,Donor
Yes,No,No,No,No,1,5,Yes,8,602,314,354,19,52,75,9,8,31,3,7.5,Donor
No,No,No,Yes,Yes,1,5,No,8,1009,315,363,15,33,57,25,20,36,6,14.25,Donor
No,No,No,Yes,Yes,1,6,No,7,2240,541,523,4,114,247,10,10,32,5,6.5,Donor
No,No,No,Yes,Yes,1,6,Yes,8,2524,438,557,10,63,142,7,5,30,8,4.580645161,No Donor
Yes,No,No,No,Yes,1,2,Yes,8,536,309,341,17,24,41,16,10,35,7,10.25,No Donor
No,No,No,Yes,No,1,2,Yes,8,780,453,503,6,20,20,10,5,32,4,6.666666667,Donor
No,Yes,No,No,Yes,1,4,No,3,451,226,241,40,81,158,20,10,37,4,9.294117647,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,769,423,471,2,38,66,15,10,32,12,11,No Donor
No,Yes,No,No,No,1,2,No,8,458,257,288,23,31,50,20,20,31,8,12.5,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,484,315,352,19,62,150,11,8,22,0,6.818181818,Donor
No,Yes,No,No,Yes,1,4,Yes,5,719,376,414,13,69,114,7,5,33,3,5.181818182,No Donor
No,No,Yes,No,No,1,2,Yes,0,550,148,193,51,68,105,10,10,32,13,8.076923077,No Donor
No,No,Yes,No,No,1,2,Yes,1,257,217,258,29,56,126,7,5,33,3,5.04,No Donor
Yes,No,No,No,Yes,1,4,No,8,1288,502,525,7,19,25,25,25,36,5,25,Donor
No,No,No,Yes,Yes,1,4,Yes,8,625,71,90,90,42,39,10,2,28,2,4.875,No Donor
No,Yes,No,No,Yes,1,4,Yes,4,494,357,372,6,61,103,15,10,29,4,9.363636364,Donor
No,Yes,No,No,Yes,1,4,Yes,2,502,260,302,24,48,133,13,13,31,9,11.08333333,Donor
No,No,Yes,No,Yes,1,6,Yes,7,636,340,361,10,54,92,12,10,31,2,9.2,No Donor
No,No,No,Yes,Yes,1,6,Yes,8,3161,770,768,2,25,50,14,14,31,5,12.5,Donor
No,No,No,Yes,Yes,1,1,Yes,5,2209,417,456,0,67,123,14,14,36,2,8.2,Donor
No,No,No,Yes,Yes,1,7,No,8,934,315,371,12,29,44,10,10,30,4,7.333333333,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,461,321,345,18,51,129,9,7,34,13,7.166666667,No Donor
No,No,No,Yes,Yes,1,6,No,5,1300,384,430,7,67,168,15,13,32,5,9.882352941,No Donor
No,No,Yes,No,Yes,1,1,Yes,8,267,261,305,20,52,70,5,3,18,5,3.181818182,Donor
No,Yes,No,No,No,1,7,Yes,8,610,273,328,22,12,15,15,15,31,5,15,No Donor
No,No,Yes,No,Yes,1,4,Yes,4,510,227,276,29,69,145,16,16,31,5,10.35714286,Donor
No,No,No,Yes,No,1,4,Yes,9,404,278,328,21,58,130,30,30,37,8,18.57142857,Donor
No,No,No,Yes,Yes,1,4,Yes,6,2229,492,554,6,54,81,15,15,36,7,11.57142857,Donor
No,Yes,No,No,No,1,2,Yes,8,521,319,345,10,60,82,10,8,31,30,6.833333333,Donor
Yes,No,No,No,Yes,4,6,Yes,8,2521,789,875,0,22,20,15,15,36,4,10,No Donor
Yes,No,No,No,Yes,1,3,Yes,9,784,512,529,0,44,81,20,20,36,7,13.5,No Donor
Yes,No,No,No,No,1,2,Yes,8,1813,605,672,8,67,191,8,6,33,33,5.96875,No Donor
No,No,No,Yes,Yes,1,4,No,8,3072,597,664,3,17,25,25,25,37,5,25,No Donor
No,No,No,Yes,Yes,1,7,No,8,3897,547,723,0,30,67,25,22,34,5,22.33333333,No Donor
Yes,No,No,No,No,1,1,Yes,8,874,338,376,14,43,86,13,11,29,4,7.166666667,Donor
No,Yes,No,No,Yes,1,4,Yes,4,528,364,384,8,68,77,5,3,31,5,3.08,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1691,511,645,6,33,54,12,6,30,7,9,Donor
No,Yes,No,No,No,1,2,Yes,8,538,265,298,17,32,46,15,15,31,15,11.5,Donor
No,No,No,Yes,Yes,1,2,Yes,8,908,515,635,4,57,100,5,3,28,3,3.703703704,Donor
No,No,Yes,No,No,1,4,Yes,8,379,258,286,24,40,50,9,7,28,11,6.25,No Donor
No,No,Yes,No,Yes,1,4,Yes,0,730,303,365,22,47,84,18,18,35,2,9.333333333,No Donor
No,Yes,No,No,Yes,1,4,Yes,8,2710,580,743,2,25,25,10,5,28,5,6.25,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,963,349,399,14,40,91,10,10,31,2,6.066666667,Donor
Yes,No,No,No,Yes,1,5,No,8,1786,358,472,9,28,42,17,17,30,9,14,Donor
No,No,No,Yes,No,1,2,Yes,5,1030,291,307,25,52,132,25,24,32,11,18.85714286,No Donor
No,No,Yes,No,No,1,3,Yes,8,1261,96,239,60,39,44,8,8,30,4,4,No Donor
Yes,No,No,No,Yes,1,4,Yes,7,1090,506,548,4,76,486,15,10,36,1,9.918367347,Donor
No,No,No,Yes,Yes,1,3,Yes,2,822,267,346,13,61,337,18,12,29,10,10.87096774,No Donor
No,No,No,Yes,Yes,3,7,No,8,1939,635,674,5,28,60,10,0,21,1,8.571428571,Donor
No,No,No,Yes,Yes,1,4,Yes,0,2510,477,525,11,51,153,12,10,31,7,9.5625,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2282,192,254,38,24,37,9,7,33,2,6.166666667,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,1225,402,414,6,18,25,25,25,36,5,25,No Donor
No,No,Yes,No,Yes,1,7,Yes,8,750,438,454,10,21,40,25,15,33,4,20,Donor
Yes,No,No,No,Yes,1,4,Yes,6,706,423,491,6,66,505,75,25,37,2,16.83333333,No Donor
No,No,No,Yes,Yes,1,7,No,8,2044,585,635,0,108,227,15,15,17,5,6.878787879,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,3126,773,824,0,76,377,100,100,28,3,53.85714286,Donor
Yes,No,No,No,Yes,1,4,Yes,2,525,231,299,31,58,107,20,15,32,2,8.916666667,Donor
No,Yes,No,No,No,1,4,No,3,598,307,359,17,90,270,15,15,19,3,9.310344828,Donor
Yes,No,No,No,Yes,1,5,Yes,8,1101,430,520,6,56,153,25,20,21,8,15.3,Donor
No,No,Yes,No,Yes,1,4,Yes,8,1122,499,582,2,29,38,10,10,29,6,7.6,Donor
No,No,No,Yes,Yes,1,4,Yes,0,933,171,220,41,41,91,30,30,31,9,18.2,Donor
No,No,Yes,No,Yes,1,4,Yes,8,783,371,442,13,22,30,15,15,37,5,15,Donor
No,No,Yes,No,Yes,1,4,No,7,769,293,325,14,62,341,15,10,31,3,9.472222222,Donor
No,No,No,Yes,Yes,1,4,Yes,8,661,321,379,7,25,55,20,20,31,5,13.75,No Donor
No,Yes,No,No,Yes,1,4,Yes,4,523,250,320,17,72,174,20,20,28,10,11.6,No Donor
No,No,No,Yes,Yes,1,5,Yes,5,1828,426,489,8,77,123,5,5,29,6,3,Donor
Yes,No,No,No,Yes,1,4,No,8,527,290,328,22,27,25,10,3,32,3,4.166666667,No Donor
No,No,Yes,No,Yes,1,4,No,8,0,0,0,0,19,25,25,25,37,5,25,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,536,350,389,20,28,60,20,20,29,2,12,Donor
No,Yes,No,No,No,1,1,No,8,592,304,334,24,55,147,13,12,29,9,9.1875,Donor
Yes,No,No,No,Yes,1,3,Yes,1,505,218,250,23,81,194,12,10,28,3,7.76,No Donor
No,No,Yes,No,No,1,1,Yes,6,1075,449,455,10,85,196,15,10,30,1,10.31578947,Donor
No,Yes,No,No,No,1,2,No,8,282,163,218,47,22,32,7,7,31,4,5.333333333,Donor
No,Yes,No,No,Yes,1,4,Yes,8,437,450,506,13,77,65,5,3,29,7,3.421052632,No Donor
No,No,No,Yes,Yes,1,5,No,6,630,301,325,18,68,105,8,6,32,0,5.52631579,No Donor
No,No,No,Yes,Yes,1,2,Yes,4,3002,610,628,4,52,144,15,10,31,8,6.260869565,No Donor
No,Yes,No,No,Yes,1,2,No,8,410,357,374,17,59,93,10,7,26,7,6.642857143,Donor
No,Yes,No,No,Yes,1,4,No,7,499,283,331,20,40,54,20,20,35,15,13.5,Donor
No,No,Yes,No,Yes,1,7,Yes,8,1012,568,602,2,47,72,13,7,33,4,6.545454546,Donor
No,Yes,No,No,Yes,1,5,Yes,6,614,325,345,16,54,115,12,11,28,5,8.214285714,Donor
No,No,No,Yes,Yes,1,7,Yes,8,3570,601,629,8,25,27,7,7,29,2,5.4,Donor
No,No,No,Yes,No,1,4,Yes,8,532,339,355,15,26,45,10,7,32,4,5.625,Donor
